No_,Name,Search Name,Name 2,Address,Address 2,City,Contact,Phone No_,Telex No_,Document Sending Profile,Ship-to Code,Our Account No_,Territory Code,Global Dimension 1 Code,Global Dimension 2 Code,Chain Name,Budgeted Amount,Credit Limit (LCY),Customer Posting Group,Currency Code,Customer Price Group,Language Code,Registration Number,Statistics Group,Payment Terms Code,Fin_ Charge Terms Code,Salesperson Code,Shipment Method Code,Shipping Agent Code,Place of Export,Invoice Disc_ Code,Customer Disc_ Group,Country_Region Code,Collection Method,Amount,Blocked,Invoice Copies,Last Statement No_,Print Statements,Bill-to Customer No_,Priority,Payment Method Code,Format Region,Last Modified Date Time,Last Date Modified,Application Method,Prices Including VAT,Location Code,Fax No_,Telex Answer Back,VAT Registration No_,Combine Shipments,Gen_ Bus_ Posting Group,Picture,GLN,Post Code,County,EORI Number,Use GLN in Electronic Document,E-Mail,Home Page,Reminder Terms Code,No_ Series,Tax Area Code,Tax Liable,VAT Bus_ Posting Group,Reserve,Block Payment Tolerance,IC Partner Code,Prepayment _,Partner Type,Intrastat Partner Type,Exclude from Pmt_ Practices,Image,Privacy Blocked,Disable Search by Name,Allow Multiple Posting Groups,Preferred Bank Account Code,Coupled to CRM,Cash Flow Payment Terms Code,Primary Contact No_,Contact Type,Mobile Phone No_,Responsibility Center,Shipping Advice,Shipping Time,Shipping Agent Service Code,Service Zone Code,Price Calculation Method,Allow Line Disc_,Base Calendar Code,Copy Sell-to Addr_ to Qte From,Validate EU Vat Reg_ No_,Id,Currency Id,Payment Terms Id,Shipment Method Id,Payment Method Id,Tax Area ID,Contact ID,Contact Graph Id,$systemId,$systemCreatedAt,$systemCreatedBy,$systemModifiedAt,$systemModifiedBy
DTP611,บริษัท ภัทรสวัสดิ์ โปรดักส์ ดีไซน์ จำกัด,บริษัท ภัทรสวัสดิ์ โปรดักส์ ดีไซน์ จำกัด,,"2,4,6 ซอยสมเด็จพระเจ้าตากสิน 36",,เขตธนบุรี,,,,,,,TP,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20028,1,,,DTP611,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:27:15.927+00,2024-06-05 00:00:00+00,0,0,,,,0105548083545,0,R,,,10600,กรุงเทพมหานคร,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,A19A32B3-E222-EF11-84C2-00505684FB3B,2024-06-05 02:24:18.947+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:27:15.93+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
DTP612,บริษัท โคโลมบิน สโตน จำกัด,บริษัท โคโลมบิน สโตน จำกัด,,อาคารเจมส์ทาวน์เวอร์ ชั้นที่ 9 เอ,1249/107 ถนนเจริญกรุง,เขตบางรัก,,,,,,,TP,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20093,1,,,DTP612,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:27:15.947+00,2024-06-05 00:00:00+00,0,0,,,,0105535015775,0,R,,,10500,กรุงเทพมหานคร,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,A79A32B3-E222-EF11-84C2-00505684FB3B,2024-06-05 02:24:18.953+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:27:15.953+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
DTP613,บริษัท บ้านลายดัด จำกัด,บริษัท บ้านลายดัด จำกัด,,"686,688 ถนนพระรามที่ 2 ",,เขตจอมทอง,,,,,,,TP,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20093,1,,,DTP613,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:27:15.97+00,2024-06-05 00:00:00+00,0,0,,,,0105550065664,0,R,,,10150,กรุงเทพมหานคร,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,AD9A32B3-E222-EF11-84C2-00505684FB3B,2024-06-05 02:24:18.957+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:27:15.977+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
DTP614,นาย ไพรบูรณ์ แก้วน้ำคำ,นาย ไพรบูรณ์ แก้วน้ำคำ,,82 หมู่ที่ 3,,อำเภอสว่างแดนดิน,,,,,,,TP,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20093,1,,,DTP614,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:27:15.993+00,2024-06-05 00:00:00+00,0,0,,,,1471200138290,0,R,,,47110,จังหวัดสกลนคร,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,B39A32B3-E222-EF11-84C2-00505684FB3B,2024-06-05 02:24:18.967+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:27:16+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
DTP615,บริษัท ดีเอฟทีดีไซน์ จำกัด,บริษัท ดีเอฟทีดีไซน์ จำกัด,,12/40 หมู่ที่ 5,,อำเภอบางพลี,,,,,,,TP,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20028,1,,,DTP615,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:27:16.017+00,2024-06-05 00:00:00+00,0,0,,,,0115561018867,0,R,,,10540,จังหวัดสมุทรปราการ,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,B99A32B3-E222-EF11-84C2-00505684FB3B,2024-06-05 02:24:18.97+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:27:16.02+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
DTP616,นาย จตุภูมิ นามใหม่,นาย จตุภูมิ นามใหม่,,4/1 หมู่ที่ 4,,อำเภอชัยบาดาล,,,,,,,TP,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20093,1,,,DTP616,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:27:16.037+00,2024-06-05 00:00:00+00,0,0,,,,5300400038411,0,R,,,15130,จังหวัดลพบุรี,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,BF9A32B3-E222-EF11-84C2-00505684FB3B,2024-06-05 02:24:18.977+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:27:16.043+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
DTP617,นาย ชอบ สุขใหญ่,นาย ชอบ สุขใหญ่,,"9 ซอยศาลธนบุรี 17 แยก 7 ",,เขตภาษีเจริญ,,,,,,,TP,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20093,1,,,DTP617,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:27:16.06+00,2024-06-05 00:00:00+00,0,0,,,,3320101313251,0,R,,,10160,กรุงเทพมหานคร,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,C59A32B3-E222-EF11-84C2-00505684FB3B,2024-06-05 02:24:18.983+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:27:16.063+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
DTP618,นาย เมธา โพกาวิล,นาย เมธา โพกาวิล,,83/2 หมู่ที่ 4,,อำเภอเมืองราชบุรี,,,,,,,TP,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20093,1,,,DTP618,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:27:16.08+00,2024-06-05 00:00:00+00,0,0,,,,1709900514396,0,R,,,70000,จังหวัดราชบุรี,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,CB9A32B3-E222-EF11-84C2-00505684FB3B,2024-06-05 02:24:18.99+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:27:16.087+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
DTP619,นาย นิวัฒน์ ดวงเขียว,นาย นิวัฒน์ ดวงเขียว,,12/1 หมู่ที่ 5,,อำเภอเวียงสา,,,,,,,TP,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20028,1,,,DTP619,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:27:16.103+00,2024-06-05 00:00:00+00,0,0,,,,3550700444025,0,R,,,55110,จังหวัดน่าน,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,D19A32B3-E222-EF11-84C2-00505684FB3B,2024-06-05 02:24:18.993+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:27:16.107+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
DTP620,บริษัท เฮงเฮง ทราเวล จำกัด,บริษัท เฮงเฮง ทราเวล จำกัด,,17 ซอยพระยามนธาตุฯ แยก 29,,เขตบางบอน,,,,,,,TP,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20028,1,,,DTP620,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:27:16.123+00,2024-06-05 00:00:00+00,0,0,,,,0105561204741,0,R,,,10150,กรุงเทพมหานคร,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,D79A32B3-E222-EF11-84C2-00505684FB3B,2024-06-05 02:24:19+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:27:16.13+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
DTP621,นาย บรรจงศิริ สุขจิต,นาย บรรจงศิริ สุขจิต,,74 หมู่ที่ 9,,อำเภอสตึก,,,,,,,TP,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20093,1,,,DTP621,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:27:16.147+00,2024-06-05 00:00:00+00,0,0,,,,3310300111098,0,R,,,31150,จังหวัดบุรีรัมย์,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,DD9A32B3-E222-EF11-84C2-00505684FB3B,2024-06-05 02:24:19.007+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:27:16.15+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
DTP622,บริษัท โมเดอร์น สเตนเลส จำกัด,บริษัท โมเดอร์น สเตนเลส จำกัด,,35 ซอยเทียนทะเล 20 แยก 7 ถนนบางขุนเทียน-ชายทะเล,,เขตบางขุนเทียน,,,,,,,TP,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20093,1,,,DTP622,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:27:16.167+00,2024-06-05 00:00:00+00,0,0,,,,0105536101471,0,R,,,10150,กรุงเทพมหานคร,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,E39A32B3-E222-EF11-84C2-00505684FB3B,2024-06-05 02:24:19.013+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:27:16.173+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
DTP623,นาย สมิง บุตะเคียน,นาย สมิง บุตะเคียน,,9/2 หมู่ที่ 1,,อำเภอท่าศาลา,,,,,,,TP,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20093,1,,,DTP623,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:27:16.19+00,2024-06-05 00:00:00+00,0,0,,,,3330500216560,0,R,,,80160,จังหวัดนครศรีธรรมราช,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,E99A32B3-E222-EF11-84C2-00505684FB3B,2024-06-05 02:24:19.017+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:27:16.197+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
DTP624,บริษัท เกียรติชัยวัสดุก่อสร้าง จำกัด,บริษัท เกียรติชัยวัสดุก่อสร้าง จำกัด,,40/1 หมู่ที่ 9 ถนนบางบัวทอง-สุพรรณบุรี,,อำเภอบางบัวทอง,,,,,,,TP,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20093,1,,,DTP624,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:27:16.213+00,2024-06-05 00:00:00+00,0,0,,,,0125561007491,0,R,,,11110,จังหวัดนนทบุรี,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,EF9A32B3-E222-EF11-84C2-00505684FB3B,2024-06-05 02:24:19.023+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:27:16.22+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
DTP625,บริษัท จีดีเอ คอนสตรัคชั่น จำกัด,บริษัท จีดีเอ คอนสตรัคชั่น จำกัด,,18/6 ซอยลาดพร้าว 113 (ชื่นสุข),,เขตบางกะปิ,,,,,,,TP,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20929,1,,,DTP625,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:27:16.237+00,2024-06-05 00:00:00+00,0,0,,,,0105562040190,0,P,,,10240,กรุงเทพมหานคร,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,F59A32B3-E222-EF11-84C2-00505684FB3B,2024-06-05 02:24:19.03+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:27:16.24+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
DTP626,บริษัท พรอสเพอร์ ดีไซน์ แอนด์ คอนสตรัคชั่น จำกัด,บริษัท พรอสเพอร์ ดีไซน์ แอนด์ คอนสตรัคชั่น จำกัด,,109/62 หมู่ที่ 6 ถนนบางกรวย-ไทรน้อย,,อำเภอบางบัวทอง,,,,,,,TP,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,21468,1,,,DTP626,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:27:16.257+00,2024-06-05 00:00:00+00,0,0,,,,0125561033637,0,R,,,11110,จังหวัดนนทบุรี,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,FB9A32B3-E222-EF11-84C2-00505684FB3B,2024-06-05 02:24:19.037+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:27:16.263+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
DTP627,นาย เกรียงศักดิ์ พัฒนาสกุลวงษ์,นาย เกรียงศักดิ์ พัฒนาสกุลวงษ์,,"4/17 ซอยบางจะเกร็ง 2 ถนนราษฎร์ประสิทธิ์ ",,อำเภอเมืองสมุทรสงคราม,,,,,,,TP,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20093,1,,,DTP627,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:27:16.277+00,2024-06-05 00:00:00+00,0,0,,,,3759900117351,0,R,,,75000,จังหวัดสมุทรสงคราม,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,019B32B3-E222-EF11-84C2-00505684FB3B,2024-06-05 02:24:19.04+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:27:16.283+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
DTP628,นาย ธนาชัย รัตนแจ่มเจริญ,นาย ธนาชัย รัตนแจ่มเจริญ,,150 ซอยศาลธนบุรี 19,,เขตภาษีเจริญ,,,,,,,TP,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20028,1,,,DTP628,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:27:16.3+00,2024-06-05 00:00:00+00,0,0,,,,3101201198392,0,R,,,10160,กรุงเทพมหานคร,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,079B32B3-E222-EF11-84C2-00505684FB3B,2024-06-05 02:24:19.047+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:27:16.307+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
DTP629,นาย บุรินทร์ มงคลชัยประทีป,นาย บุรินทร์ มงคลชัยประทีป,,203 ถนนสุขสวัสดิ์,,เขตราษฎร์บูรณะ,,,,,,,TP,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20028,1,,,DTP629,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:27:16.323+00,2024-06-05 00:00:00+00,0,0,,,,3102400467513,0,R,,,10140,กรุงเทพมหานคร,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,0D9B32B3-E222-EF11-84C2-00505684FB3B,2024-06-05 02:24:19.053+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:27:16.327+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
DTP630,นาย วินัย คงชู,นาย วินัย คงชู,,31 หมู่ที่ 1,,อำเภอบางกระทุ่ม,,,,,,,TP,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20028,1,,,DTP630,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:27:16.347+00,2024-06-05 00:00:00+00,0,0,,,,3660101121937,0,R,,,65110,จังหวัดพิษณุโลก,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,139B32B3-E222-EF11-84C2-00505684FB3B,2024-06-05 02:24:19.057+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:27:16.35+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
DTP631,นางสาว พิมพ์ประภา ศิริวิไลศักดิ์,นางสาว พิมพ์ประภา ศิริวิไลศักดิ์,,40/32 ถนนวุฒากาศ,,เขตธนบุรี,,,,,,,TP,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20093,1,,,DTP631,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:27:16.367+00,2024-06-05 00:00:00+00,0,0,,,,1103700276793,0,R,,,10600,กรุงเทพมหานคร,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,199B32B3-E222-EF11-84C2-00505684FB3B,2024-06-05 02:24:19.063+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:27:16.373+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
DTP632,บริษัท เชษฐ์สกุล จำกัด,บริษัท เชษฐ์สกุล จำกัด,,59/104 หมู่ที่ 11,,อำเภอบางใหญ่,,,,,,,TP,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,10387,1,,,DTP632,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:27:16.39+00,2024-06-05 00:00:00+00,0,0,,,,0125549002018,0,R,,,11140,จังหวัดนนทบุรี,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,1F9B32B3-E222-EF11-84C2-00505684FB3B,2024-06-05 02:24:19.07+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:27:16.397+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
